alpha,base_optimizer,best_epoch,best_model_path,best_val_accuracy,best_val_loss,best_val_macro_f1,beta,d_model,dataset_name,dim_feedforward,dropout,exp_dir,final_model_path,final_train_accuracy,final_train_loss,final_train_macro_f1,final_val_accuracy,final_val_confidence,final_val_loss,final_val_macro_f1,final_val_micro_f1,final_val_weighted_f1,history_path,initial_model_path,log_path,lr,max_length,mean_epoch_time,mean_fractional_applied_params,mean_grad_norm,mean_length,mean_throughput,mix_lambda,mode,model_name,n_samples,nhead,num_classes,num_layers,num_params,pooling,pt_path,run_id,scenario_name,seed,seq_len,start_epoch,status,target,total_time_sec,vocab_size,weight_decay
,adamw,8,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1/best_model.pt,0.35600000619888306,1.8526510181427003,0.2920087534563858,,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1/final_model.pt,0.38975000381469727,1.6966045322418213,0.32749838921616103,0.3440000116825104,0.3957031364440918,1.833420813560486,0.2810355421218451,0.34399999999949965,0.3208535004880025,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_1/log.txt,0.0003,32,14.698383665084839,0.0,1.855594838619479,22.045799255371094,272.55148104143825,0.0,none,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,baseline_adamw,77,64,,trained,none,147.01228713989258,19,0.01
,adamw,7,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2/best_model.pt,0.35100001096725464,1.8412874698638917,0.28641271973340393,,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2/final_model.pt,0.382750004529953,1.6986676177978515,0.31185661399760783,0.335999995470047,0.3856863498687744,1.8374378604888917,0.2571904077625554,0.33599999999949964,0.29467260129999795,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/baseline_adamw/run_2/log.txt,0.0003,32,14.549132490158081,0.0,1.8679315377991244,22.045799255371094,274.9729694395768,0.0,none,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,baseline_adamw,78,64,,trained,none,145.51606678962708,19,0.01
0.8,adamw,10,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0/best_model.pt,0.3199999928474426,1.9480266332626344,0.20951127904455485,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0/final_model.pt,0.34825000166893005,1.8671350231170654,0.28541843550856016,0.3199999928474426,0.40754305267333985,1.9480266332626344,0.20951127904455485,0.3199999999994997,0.26187332140514247,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_0/log.txt,0.0003,32,14.565714263916016,42.0,0.9251531581587027,22.045799255371094,274.6423661068294,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,naive_all_replace_a08,79,64,1,trained,all,145.6987099647522,19,0.01
0.8,adamw,8,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1/best_model.pt,0.296999990940094,1.987750560760498,0.23265755497522106,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1/final_model.pt,0.33000001311302185,1.869801368713379,0.2523126444197,0.3179999887943268,0.3246788454055786,1.9351656436920166,0.205350295671712,0.3179999999994997,0.2682854120120525,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_1/log.txt,0.0003,32,14.686802411079407,42.0,0.9624185173154116,22.045799255371094,272.42215759825655,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,naive_all_replace_a08,80,64,1,trained,all,146.90450859069824,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2/best_model.pt,0.3050000071525574,1.946188928604126,0.2260476134046962,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2/final_model.pt,0.35374999046325684,1.8194100513458251,0.28498320058732607,0.3149999976158142,0.4181780118942261,1.9493537864685058,0.22095874868731985,0.3149999999994997,0.26207120406761664,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/naive_all_replace_a08/run_2/log.txt,0.0003,32,14.725081181526184,42.0,0.9395545287114118,22.045799255371094,271.79403239759097,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,naive_all_replace_a08,81,64,1,trained,all,147.28504371643066,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0/best_model.pt,0.28200000524520874,1.97861012840271,0.2320437865081088,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0/final_model.pt,0.3387500047683716,1.8653427543640138,0.27669627350202913,0.2849999964237213,0.3065915822982788,1.971844796180725,0.2168687902374166,0.2849999999994997,0.25787190892800066,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_0/log.txt,0.0003,32,14.999436831474304,29.4,1.2283229446501722,22.045799255371094,267.2555726876327,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,delayed_all_replace_a08_warm3,82,64,4,trained,all,150.028799533844,19,0.01
0.8,adamw,10,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1/best_model.pt,0.33000001311302185,1.8999412317276,0.23568939716497622,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1/final_model.pt,0.34424999356269836,1.8427904386520386,0.2679482250765165,0.33000001311302185,0.4142284736633301,1.8999412317276,0.23568939716497622,0.3299999999994997,0.29455316233647555,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_1/log.txt,0.0003,32,14.851008200645447,29.4,1.224916671324817,22.045799255371094,269.4084538192922,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,delayed_all_replace_a08_warm3,83,64,4,trained,all,148.54490447044373,19,0.01
0.8,adamw,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2/best_model.pt,0.32100000977516174,1.9627357845306397,0.2501467452320347,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2/final_model.pt,0.35199999809265137,1.8577510166168212,0.2813998573217131,0.3059999942779541,0.3346448917388916,1.9393473567962647,0.21309969949454746,0.30599999999949967,0.2659143013998997,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/delayed_all_replace_a08_warm3/run_2/log.txt,0.0003,32,14.713759994506836,29.4,1.2506244153393837,22.045799255371094,271.89864694927485,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,delayed_all_replace_a08_warm3,84,64,4,trained,all,147.15266609191895,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0/best_model.pt,0.3310000002384186,1.8251661605834961,0.2695744154240128,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0/final_model.pt,0.40700000524520874,1.6467316055297851,0.345543446810165,0.3269999921321869,0.3888111991882324,1.8282599506378174,0.25425393559912746,0.3269999999994997,0.2944836768397958,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_0/log.txt,0.0003,32,15.151463413238526,42.0,1.4219776202073087,22.045799255371094,264.1688067037854,0.25,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,mixed_all_a08_lam025,85,64,1,trained,all,151.53924226760864,19,0.01
0.8,adamw,10,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1/best_model.pt,0.33000001311302185,1.8616904811859132,0.26237099698933186,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1/final_model.pt,0.39925000071525574,1.6716078968048096,0.34313519425794814,0.33000001311302185,0.38245694160461424,1.8616904811859132,0.26237099698933186,0.3299999999994997,0.32369496225937955,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_1/log.txt,0.0003,32,15.105077600479126,42.0,1.435858992311082,22.045799255371094,264.851014675947,0.25,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,mixed_all_a08_lam025,86,64,1,trained,all,151.09018111228943,19,0.01
0.8,adamw,7,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2/best_model.pt,0.35199999809265137,1.788736954689026,0.2685458756509762,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2/final_model.pt,0.4027499854564667,1.6151605739593506,0.33877546816356396,0.34700000286102295,0.4327766628265381,1.8026694965362549,0.26576414610333476,0.34699999999949965,0.3033412615986522,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam025/run_2/log.txt,0.0003,32,15.081901049613952,42.0,1.4185082659735981,22.045799255371094,265.2787941296391,0.25,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,mixed_all_a08_lam025,87,64,1,trained,all,150.8591878414154,19,0.01
0.8,adamw,5,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0/best_model.pt,0.3409999907016754,1.8545048580169678,0.24980703503505666,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0/final_model.pt,0.41999998688697815,1.584091670036316,0.36501918042143944,0.3230000138282776,0.46561733436584474,1.933460569381714,0.23435056744231653,0.3229999999994997,0.28754737311531664,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_0/log.txt,0.0003,32,14.973211693763734,42.0,1.0338402995600824,22.045799255371094,267.2775854220491,0.5,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,mixed_all_a08_lam050,88,64,1,trained,all,149.75645184516907,19,0.01
0.8,adamw,7,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1/best_model.pt,0.32499998807907104,1.8753843450546264,0.2850165095489433,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1/final_model.pt,0.421750009059906,1.5893210716247559,0.3637779856719208,0.3240000009536743,0.4057796535491943,1.8835684175491334,0.2606846304353977,0.3239999999994997,0.3008174439660032,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_1/log.txt,0.0003,32,14.805230903625489,42.0,1.0209517987334151,22.045799255371094,270.2404255111415,0.5,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,mixed_all_a08_lam050,89,64,1,trained,all,148.081157207489,19,0.01
0.8,adamw,7,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2/best_model.pt,0.328000009059906,1.900014543533325,0.23663424006215336,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2/final_model.pt,0.429749995470047,1.5976873569488526,0.37498785113951305,0.3199999928474426,0.4545144557952881,1.9341927280426026,0.2321353589222171,0.3199999999994997,0.2847355780755105,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/mixed_all_a08_lam050/run_2/log.txt,0.0003,32,14.897414016723634,42.0,1.028982237824578,22.045799255371094,268.5414349042657,0.5,mix,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,mixed_all_a08_lam050,90,64,1,trained,all,149.0038776397705,19,0.01
0.8,adamw,10,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0/best_model.pt,0.3370000123977661,1.8436408061981202,0.28557744406829355,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0/final_model.pt,0.3867500126361847,1.6877968912124635,0.32034546800872055,0.3370000123977661,0.4084913721084595,1.8436408061981202,0.28557744406829355,0.33699999999949964,0.32763618007483597,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_0/log.txt,0.0003,32,14.635361409187317,2.0,1.264997985884255,22.045799255371094,273.4103983421981,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,head_only_replace_a08,91,64,1,trained,head,146.3978087902069,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1/best_model.pt,0.33799999952316284,1.851231960296631,0.25222732184378394,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1/final_model.pt,0.38600000739097595,1.7043673162460327,0.3215094374503407,0.3330000042915344,0.41933961868286135,1.8655362091064454,0.2418541600613831,0.3329999999994997,0.28404922532624355,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_1/log.txt,0.0003,32,14.574306845664978,2.0,1.244370451578007,22.045799255371094,274.540675879574,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,head_only_replace_a08,92,64,1,trained,head,145.77494359016418,19,0.01
0.8,adamw,10,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2/best_model.pt,0.3540000021457672,1.8614159841537476,0.2845502140808954,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2/final_model.pt,0.3815000057220459,1.6889944744110108,0.3124326291075431,0.3540000021457672,0.39797228622436526,1.8614159841537476,0.2845502140808954,0.3539999999994997,0.31869489444479215,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/head_only_replace_a08/run_2/log.txt,0.0003,32,14.643113017082214,2.0,1.274722339302879,22.045799255371094,273.2054948553008,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,2,head_only_replace_a08,93,64,1,trained,head,146.46634244918823,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0/best_model.pt,0.3449999988079071,1.8587495517730712,0.25664404984034545,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0/final_model.pt,0.37825000286102295,1.7252282333374023,0.31353971849812423,0.32899999618530273,0.36121215629577635,1.8383341217041016,0.2544881882161015,0.3289999999994997,0.29918352271707743,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_0/log.txt,0.0003,32,14.740931391716003,12.0,1.7059702626036035,22.045799255371094,271.452800438982,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,0,ffn_only_replace_a08,94,64,1,trained,ffn,147.43832421302795,19,0.01
0.8,adamw,9,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1/best_model.pt,0.31700000166893005,1.8845531845092773,0.2675411818007091,0.9,128,small_D2_L64,512,0.1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1/final_model.pt,0.3787499964237213,1.7298720073699951,0.31022412501051655,0.3269999921321869,0.39039336585998535,1.868692253112793,0.24709548519053567,0.3269999999994997,0.29727205708875004,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_base_mean/ffn_only_replace_a08/run_1/log.txt,0.0003,32,14.969654035568237,12.0,1.6946843752932241,22.045799255371094,267.88765402771,1.0,replace,T_base_mean,5000,4,10,3,606986,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_small_D2_L64_N5000_D2_L64_seed42.pt,1,ffn_only_replace_a08,95,64,1,trained,ffn,149.72652196884155,19,0.01
