experiment_name,dataset_name,model_name,scenario_name,run_id,best_val_macro_f1,best_val_accuracy,best_val_loss,best_epoch,mode,target,alpha,beta,mix_lambda,start_epoch,mean_epoch_time,mean_throughput,exp_dir
runs_fractional_focused_final,small_D2_L64,T_small_mean,baseline_adamw,1,0.2467114123176986,0.3260000050067901,1.9734877967834472,5,none,none,,,0.0,,1.264752435684204,4999.689084482539,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/baseline_adamw/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,baseline_adamw,1,0.2467114123176986,0.3260000050067901,1.9734877967834472,5,none,none,,,0.0,,1.2428484439849854,4942.255337083644,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/baseline_adamw/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,emb_mix_a08_lam025,0,0.2465897001416495,0.3409999907016754,1.9326719245910644,8,mix,embeddings,0.8,0.9,0.25,1.0,1.287162446975708,3833.233644402432,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/emb_mix_a08_lam025/run_0
runs_fractional_focused_final,small_D2_L64,T_base_cls,emb_replace_a070,1,0.2465835534057909,0.3289999961853027,1.8579078369140625,8,replace,embeddings,0.7,0.9,1.0,1.0,1.2361571073532105,4234.951908792241,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/emb_replace_a070/run_1
runs_fractional_focused_final,small_D2_L64,T_base_cls,all_mix_a08_lam020,4,0.2465310491403549,0.3120000064373016,1.8901504898071289,10,mix,all,0.8,0.9,0.02,1.0,1.2821513175964356,4077.9708422586505,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/all_mix_a08_lam020/run_4
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,baseline_adamw,0,0.2464657521834829,0.3149999976158142,1.980674376487732,7,none,none,,,0.0,,1.2416404724121093,4982.25352568515,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/baseline_adamw/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,baseline_adamw,0,0.2464657521834829,0.3149999976158142,1.980674376487732,7,none,none,,,0.0,,1.2699996471405028,5029.101841601278,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/baseline_adamw/run_0
runs_fractional_focused_final,small_D2_L64,T_base_cls,all_mix_a08_lam025,1,0.2464531431153897,0.3149999976158142,1.9063958110809327,10,mix,all,0.8,0.9,0.025,1.0,1.1934665441513062,4832.7616129590815,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/all_mix_a08_lam025/run_1
runs_fractional_focused_final,small_D2_L64,T_base_cls,delayed_head_mix_a08_lam015_warm3,0,0.2463116476944019,0.3089999854564667,1.929178325653076,10,mix,head,0.8,0.9,0.015,4.0,1.1424615621566772,5007.874711172565,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/delayed_head_mix_a08_lam015_warm3/run_0
runs_fractional_focused_final,small_D2_L64,T_deep_mean,delayed_head_mix_a08_lam020_warm3,2,0.24618953554953,0.3330000042915344,1.8691339359283448,9,mix,head,0.8,0.9,0.02,4.0,1.6109335660934447,3329.315216462419,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/delayed_head_mix_a08_lam020_warm3/run_2
runs_fractional_focused_final,small_D2_L64,T_base_mean,emb_mix_a08_lam015,4,0.2460717611962219,0.3300000131130218,1.9224320087432865,6,mix,embeddings,0.8,0.9,0.015,1.0,1.2587740182876588,4161.066398271903,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/emb_mix_a08_lam015/run_4
runs_fractional_focused_final,small_D2_L64,T_wide_mean,delayed_head_mix_a08_lam010_warm3,3,0.2460038356612132,0.3149999976158142,1.900414171218872,8,mix,head,0.8,0.9,0.01,4.0,1.3385942935943604,3798.2865035077566,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_wide_mean/delayed_head_mix_a08_lam010_warm3/run_3
runs_fractional_focused_final,small_D2_L64,T_base_cls,delayed_emb_mix_a08_lam010_warm3,2,0.2460004005143062,0.3289999961853027,1.890975447654724,9,mix,embeddings,0.8,0.9,0.01,4.0,1.1603526592254638,4600.549707963991,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/delayed_emb_mix_a08_lam010_warm3/run_2
runs_fractional_focused_final,small_D2_L64,T_deep_mean,all_mix_a08_lam025,4,0.2459750803126059,0.3070000112056732,1.934615369796753,10,mix,all,0.8,0.9,0.025,1.0,1.8277578115463256,2503.1121722179805,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/all_mix_a08_lam025/run_4
runs_fractional_focused_final,small_D2_L64,T_deep_mean,delayed_head_mix_a08_lam020_warm3,0,0.2458958304448879,0.3319999873638153,1.8537793045043944,8,mix,head,0.8,0.9,0.02,4.0,1.684134316444397,2787.250740388271,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/delayed_head_mix_a08_lam020_warm3/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,baseline_adamw,3,0.245823456042401,0.3160000145435333,1.9232596244812008,10,none,none,,,0.0,,1.248686575889587,5060.045948468345,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/baseline_adamw/run_3
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,all_mix_a08_lam005,0,0.2458201084835143,0.3179999887943268,1.9009468383789063,10,mix,all,0.8,0.9,0.05,1.0,1.3324676990509032,3625.942562038312,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/all_mix_a08_lam005/run_0
runs_transformer_fractional,small_D2_L64,T_base_cls,adagrad,0,0.2457599273277914,0.3109999895095825,1.8989929132461547,9,,,,,,,30.032623529434204,133.34816348282877,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_base_cls/adagrad/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,delayed_all_mix_a08_lam010_warm3,0,0.245664065786848,0.3269999921321869,1.959632570266724,8,mix,all,0.8,0.9,0.1,4.0,1.0604044914245605,5333.354553358585,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/delayed_all_mix_a08_lam010_warm3/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,emb_mix_a08_lam0025,0,0.2453315812017741,0.3120000064373016,1.9441699123382568,8,mix,embeddings,0.8,0.9,0.0025,1.0,0.8396982192993164,8957.19105937123,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/emb_mix_a08_lam0025/run_0
runs_fractional_focused_final,small_D2_L64,T_base_cls,emb_replace_a070,3,0.2452488955484536,0.3140000104904175,1.890910086631775,9,replace,embeddings,0.7,0.9,1.0,1.0,1.1618693351745606,4531.967734084239,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/emb_replace_a070/run_3
runs_fractional_focused_final,small_D2_L64,T_wide_mean,all_mix_a08_lam025,3,0.2452150243915601,0.3389999866485595,1.856421018600464,10,mix,all,0.8,0.9,0.025,1.0,1.1324647426605223,6054.870909628748,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_wide_mean/all_mix_a08_lam025/run_3
runs_fractional_focused_final,small_D2_L64,T_base_mean,delayed_emb_mix_a08_lam005_warm3,3,0.2451580679646969,0.3129999935626983,1.9024337329864505,9,mix,embeddings,0.8,0.9,0.005,4.0,1.227139401435852,4251.987395706796,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/delayed_emb_mix_a08_lam005_warm3/run_3
runs_fractional_scenarios,small_D2_L64,T_deep_mean,attention_only_replace_a08,2,0.2450675801580106,0.3389999866485595,1.8779502449035643,9,replace,attention,0.8,0.9,1.0,1.0,1.7527758598327636,2663.131731221132,/home/user/fractional_unlearning/runs_fractional_scenarios/small_D2_L64/T_deep_mean/attention_only_replace_a08/run_2
runs_fractional_focused_final,small_D2_L64,T_small_mean,emb_replace_a070,1,0.2448976707039555,0.3050000071525574,1.969396541595459,9,replace,embeddings,0.7,0.9,1.0,1.0,0.9507338285446169,6405.186105548693,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/emb_replace_a070/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,emb_mix_a08_lam025,1,0.2448379193446516,0.3109999895095825,1.9440972537994383,8,mix,embeddings,0.8,0.9,0.25,1.0,1.0832531452178955,5056.228003020109,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/emb_mix_a08_lam025/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,emb_replace_a08,2,0.244807108626295,0.3230000138282776,1.953596321105957,8,replace,embeddings,0.8,0.9,1.0,1.0,1.0605400323867795,5147.945175397315,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/emb_replace_a08/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_base_mean,emb_replace_a09,0,0.2447854338460882,0.3050000071525574,1.9384838218688965,6,replace,embeddings,0.9,0.9,1.0,1.0,1.048962426185608,6582.019701538079,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_mean/emb_replace_a09/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,emb_replace_a09,1,0.2445990313096221,0.3219999969005584,1.909385346412659,10,replace,embeddings,0.9,0.9,1.0,1.0,1.04503755569458,5418.206438316925,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/emb_replace_a09/run_1
runs_fractional_focused_final,small_D2_L64,T_base_cls,all_mix_a08_lam015,3,0.2445684641835752,0.3179999887943268,1.954658166885376,8,mix,all,0.8,0.9,0.015,1.0,0.9777597904205322,7107.342646916511,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/all_mix_a08_lam015/run_3
runs_fractional_focused_final,small_D2_L64,T_base_cls,all_mix_a08_lam030,4,0.2444641061582617,0.3319999873638153,1.901511758804321,9,mix,all,0.8,0.9,0.03,1.0,1.23963565826416,4500.611036933818,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/all_mix_a08_lam030/run_4
runs_fractional_focused_final,small_D2_L64,T_deep_mean,baseline_adamw,2,0.2441628555938493,0.3219999969005584,1.896409833908081,6,none,none,,,0.0,,1.6966474056243896,2746.386230644457,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/baseline_adamw/run_2
runs_fractional_scenarios,small_D2_L64,T_wide_mean,head_only_replace_a08,0,0.2441198566778077,0.3230000138282776,1.9479012660980224,10,replace,head,0.8,0.9,1.0,1.0,1.2989368200302125,4063.230833014489,/home/user/fractional_unlearning/runs_fractional_scenarios/small_D2_L64/T_wide_mean/head_only_replace_a08/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,head_mix_a08_lam010,2,0.2440957592359265,0.3300000131130218,1.8733821878433228,7,mix,head,0.8,0.9,0.1,1.0,0.8635727643966675,9345.490987606205,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/head_mix_a08_lam010/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,head_mix_a08_lam010,1,0.2439159433262213,0.3429999947547912,1.8762766494750975,10,mix,head,0.8,0.9,0.1,1.0,1.24398832321167,4132.281758542214,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/head_mix_a08_lam010/run_1
runs_fractional_focused_final,small_D2_L64,T_base_mean,emb_mix_a08_lam0025,4,0.2439042120029956,0.31700000166893,1.8938193340301517,9,mix,embeddings,0.8,0.9,0.0025,1.0,1.2339051485061645,4266.5885543955865,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/emb_mix_a08_lam0025/run_4
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,delayed_all_mix_a08_lam015_warm3,0,0.2438959725434104,0.3240000009536743,1.97065518283844,8,mix,all,0.8,0.9,0.15,4.0,1.2326472520828249,5147.214214778699,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/delayed_all_mix_a08_lam015_warm3/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,delayed_emb_mix_a08_lam015_warm3,4,0.2438134123663353,0.3219999969005584,1.944106466293335,7,mix,embeddings,0.8,0.9,0.015,4.0,0.8540498733520507,8554.857128968131,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/delayed_emb_mix_a08_lam015_warm3/run_4
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,head_mix_a08_lam010,2,0.2437604497005041,0.3219999969005584,1.94374031162262,7,mix,head,0.8,0.9,0.1,1.0,0.9657004594802856,5956.231725936613,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/head_mix_a08_lam010/run_2
runs_fractional_focused_final,small_D2_L64,T_base_cls,delayed_emb_mix_a08_lam015_warm3,3,0.2437210899632626,0.3030000030994415,1.926757051467896,10,mix,embeddings,0.8,0.9,0.015,4.0,1.1754299879074095,4623.93105993389,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/delayed_emb_mix_a08_lam015_warm3/run_3
runs_transformer_fractional,small_D2_L64,T_deep_mean,rmsprop,2,0.2436991522447526,0.324999988079071,1.890422327041626,9,,,,,,,48.51575651168823,82.46487675461441,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_deep_mean/rmsprop/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,emb_replace_a07,0,0.2436878704318568,0.3059999942779541,1.955245668411255,8,replace,embeddings,0.7,0.9,1.0,1.0,1.2648139715194702,3951.398537879916,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/emb_replace_a07/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,all_mix_a08_lam010,0,0.2434143318963352,0.3230000138282776,1.907880744934082,8,mix,all,0.8,0.9,0.1,1.0,1.09364333152771,5348.84810675878,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/all_mix_a08_lam010/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,emb_mix_a08_lam015,1,0.2431373051436889,0.3289999961853027,1.877944749832153,8,mix,embeddings,0.8,0.9,0.15,1.0,1.2792534112930298,3972.695181550703,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/emb_mix_a08_lam015/run_1
runs_fractional_focused_final,small_D2_L64,T_base_mean,emb_replace_a075,1,0.2429957734386946,0.324999988079071,1.8960630893707275,8,replace,embeddings,0.75,0.9,1.0,1.0,1.0986968994140625,5434.709788058952,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/emb_replace_a075/run_1
runs_fractional_focused_final,small_D2_L64,T_deep_mean,delayed_head_mix_a08_lam005_warm3,4,0.2429150554174222,0.3230000138282776,1.9250647649765011,6,mix,head,0.8,0.9,0.005,4.0,1.4375365257263184,4268.29120838667,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/delayed_head_mix_a08_lam005_warm3/run_4
runs_fractional_focused_final,small_D2_L64,T_small_mean,emb_replace_a075,3,0.2428547107003028,0.3149999976158142,1.936858366012573,10,replace,embeddings,0.75,0.9,1.0,1.0,0.9380366563796996,6661.367409077049,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/emb_replace_a075/run_3
runs_fractional_focused_final,small_D2_L64,T_deep_mean,emb_mix_a08_lam005,2,0.2425981021435797,0.3100000023841858,1.9188739242553712,7,mix,embeddings,0.8,0.9,0.005,1.0,1.751183271408081,2655.664529858328,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/emb_mix_a08_lam005/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_deep_mean,all_mix_a08_lam010,0,0.2422840495743288,0.31700000166893,1.892524299621582,9,mix,all,0.8,0.9,0.1,1.0,1.4599356412887574,4094.333732179061,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_deep_mean/all_mix_a08_lam010/run_0
runs_fractional_focused_final,small_D2_L64,T_deep_mean,baseline_adamw,3,0.2420372468062264,0.3269999921321869,1.8856283645629883,8,none,none,,,0.0,,1.7096795082092284,2761.5901585355214,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/baseline_adamw/run_3
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,delayed_all_mix_a08_lam025_warm3,1,0.2420290128954008,0.3089999854564667,1.871034430503845,10,mix,all,0.8,0.9,0.25,4.0,1.2743142604827882,4139.224956121499,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/delayed_all_mix_a08_lam025_warm3/run_1
runs_fractional_focused_final,small_D2_L64,T_base_mean,delayed_head_mix_a08_lam005_warm3,2,0.2419447012338487,0.3079999983310699,1.924978959083557,10,mix,head,0.8,0.9,0.005,4.0,1.1870730638504028,4683.878809129342,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/delayed_head_mix_a08_lam005_warm3/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_base_mean,delayed_emb_mix_a08_lam010_warm3,1,0.2419447012338487,0.3079999983310699,1.9249239339828488,10,mix,embeddings,0.8,0.9,0.1,4.0,1.220080852508545,4309.518233870112,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_mean/delayed_emb_mix_a08_lam010_warm3/run_1
runs_fractional_focused_final,small_D2_L64,T_base_mean,emb_replace_a065,1,0.2417538040628904,0.3109999895095825,1.8579922704696652,10,replace,embeddings,0.65,0.9,1.0,1.0,1.1923185348510743,4706.345462145369,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/emb_replace_a065/run_1
runs_fractional_focused_final,small_D2_L64,T_base_cls,emb_replace_a065,3,0.2415530124472251,0.3300000131130218,1.8782518005371092,10,replace,embeddings,0.65,0.9,1.0,1.0,1.1306770324707032,5692.264067717325,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/emb_replace_a065/run_3
runs_fractional_scenarios,small_D2_L64,T_deep_mean,mixed_all_a08_lam025,2,0.241498700020422,0.3140000104904175,1.903443070411682,8,mix,all,0.8,0.9,0.25,1.0,1.8181525468826292,2666.816209131713,/home/user/fractional_unlearning/runs_fractional_scenarios/small_D2_L64/T_deep_mean/mixed_all_a08_lam025/run_2
runs_fractional_focused_final,small_D2_L64,T_small_mean,all_mix_a08_lam020,3,0.241443300012567,0.3210000097751617,1.9278954963684083,10,mix,all,0.8,0.9,0.02,1.0,0.944251012802124,6358.394485729163,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/all_mix_a08_lam020/run_3
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,emb_mix_a08_lam015,0,0.2414169727100412,0.3199999928474426,1.966642915725708,6,mix,embeddings,0.8,0.9,0.15,1.0,1.0551889896392823,5499.654791720861,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/emb_mix_a08_lam015/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,delayed_head_mix_a08_lam020_warm3,1,0.2414169727100412,0.3199999928474426,1.966761450767517,6,mix,head,0.8,0.9,0.02,4.0,0.8799663543701172,8493.619541698834,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/delayed_head_mix_a08_lam020_warm3/run_1
runs_fractional_focused_final,small_D2_L64,T_small_mean,delayed_emb_mix_a08_lam005_warm3,2,0.2413965887781929,0.3079999983310699,1.991245742797852,7,mix,embeddings,0.8,0.9,0.005,4.0,0.9454874038696288,6640.343933288404,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/delayed_emb_mix_a08_lam005_warm3/run_2
runs_fractional_focused_final,small_D2_L64,T_small_mean,delayed_emb_mix_a08_lam005_warm3,1,0.2413756309403639,0.2960000038146972,1.96873877620697,9,mix,embeddings,0.8,0.9,0.005,4.0,0.7573442697525025,11480.722012215088,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/delayed_emb_mix_a08_lam005_warm3/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_base_cls,all_mix_a08_lam010,1,0.2411299092374522,0.3199999928474426,1.8878481311798097,10,mix,all,0.8,0.9,0.1,1.0,1.3373406171798703,3737.97204544695,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_cls/all_mix_a08_lam010/run_1
runs_transformer_fractional,small_D2_L64,T_base_cls,rmsprop,0,0.2410965955063536,0.3199999928474426,1.9304483604431155,10,,,,,,,31.35202550888061,127.9838084371307,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_base_cls/rmsprop/run_0
runs_fractional_focused_final,small_D2_L64,T_small_mean,emb_replace_a060,4,0.2410385812302987,0.3230000138282776,1.9274101543426516,10,replace,embeddings,0.6,0.9,1.0,1.0,0.9229573488235474,6843.92853820771,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/emb_replace_a060/run_4
runs_fractional_hypothesis_v2,small_D2_L64,T_wide_mean,emb_mix_a08_lam025,1,0.2410070935049829,0.3089999854564667,1.911253885269165,10,mix,embeddings,0.8,0.9,0.25,1.0,1.3109722852706909,3878.684634586751,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_wide_mean/emb_mix_a08_lam025/run_1
runs_fractional_focused_final,small_D2_L64,T_wide_mean,emb_replace_a075,0,0.2409709254887951,0.3039999902248382,1.940158853530884,7,replace,embeddings,0.75,0.9,1.0,1.0,1.1378047943115237,5935.603498523907,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_wide_mean/emb_replace_a075/run_0
runs_transformer_fractional,small_D2_L64,T_deep_mean,rmsprop,0,0.2409628048895041,0.3140000104904175,1.895096462249756,10,,,,,,,48.80093445777893,81.98133243569703,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_deep_mean/rmsprop/run_0
runs_transformer_fractional,small_D2_L64,T_deep_mean,sgd,2,0.2407569294572525,0.3230000138282776,1.9589443264007569,7,,,,,,,88.48344514369964,56.45495319949256,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_deep_mean/sgd/run_2
runs_transformer_fractional,small_D2_L64,T_small_mean,adamw_frac_a07,0,0.2405267195008831,0.3070000112056732,1.9592909154891969,7,,,0.7,0.9,,,11.71624195575714,344.2617131197443,/home/user/fractional_unlearning/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a07/run_0
runs_fractional_focused_final,small_D2_L64,T_base_mean,emb_replace_a060,1,0.2405047368714313,0.3140000104904175,1.9283273553848264,7,replace,embeddings,0.6,0.9,1.0,1.0,1.1705676555633544,4841.62761331634,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/emb_replace_a060/run_1
runs_fractional_hypothesis_v2,small_D2_L64,T_base_mean,delayed_all_mix_a08_lam025_warm3,0,0.2404961298443573,0.31700000166893,1.8932470149993896,8,mix,all,0.8,0.9,0.25,4.0,1.280579161643982,3841.20941473006,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_mean/delayed_all_mix_a08_lam025_warm3/run_0
runs_fractional_scenarios,small_D2_L64,T_wide_mean,delayed_mixed_all_a08_lam025_warm3,2,0.2404277921621968,0.3199999928474426,1.9149052200317385,5,mix,all,0.8,0.9,0.25,4.0,1.3069029569625854,3937.176415157659,/home/user/fractional_unlearning/runs_fractional_scenarios/small_D2_L64/T_wide_mean/delayed_mixed_all_a08_lam025_warm3/run_2
runs_fractional_hypothesis_v2,small_D2_L64,T_small_mean,emb_mix_a08_lam010,2,0.2403086449090352,0.3089999854564667,1.9557450714111329,10,mix,embeddings,0.8,0.9,0.1,1.0,0.7410387992858887,12617.969249057613,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_small_mean/emb_mix_a08_lam010/run_2
runs_fractional_focused_final,small_D2_L64,T_small_mean,delayed_head_mix_a08_lam020_warm3,0,0.2403086449090352,0.3089999854564667,1.9557827110290529,10,mix,head,0.8,0.9,0.02,4.0,0.8913494348526001,7946.279585123532,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/delayed_head_mix_a08_lam020_warm3/run_0
runs_fractional_focused_final,small_D2_L64,T_base_cls,delayed_head_mix_a08_lam020_warm3,2,0.2402557413473888,0.3149999976158142,1.8859399509429933,9,mix,head,0.8,0.9,0.02,4.0,1.0808247804641724,5700.122317253938,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/delayed_head_mix_a08_lam020_warm3/run_2
runs_fractional_focused_final,small_D2_L64,T_base_mean,baseline_adamw,1,0.24022558798631,0.328000009059906,1.9424338989257808,4,none,none,,,0.0,,1.1177038908004762,4801.888056387242,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/baseline_adamw/run_1
runs_fractional_focused_final,small_D2_L64,T_deep_mean,delayed_emb_mix_a08_lam010_warm3,4,0.2401127525032824,0.3100000023841858,1.913636251449585,10,mix,embeddings,0.8,0.9,0.01,4.0,1.68881995677948,2801.0878602377984,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_deep_mean/delayed_emb_mix_a08_lam010_warm3/run_4
runs_fractional_focused_final,small_D2_L64,T_small_mean,emb_mix_a08_lam005,0,0.2397404931935499,0.324999988079071,1.8954671087265011,9,mix,embeddings,0.8,0.9,0.005,1.0,0.8616075992584229,8177.920880142032,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_small_mean/emb_mix_a08_lam005/run_0
runs_fractional_hypothesis_v2,small_D2_L64,T_base_mean,emb_mix_a08_lam025,0,0.2397340780785703,0.3269999921321869,1.8932357807159423,9,mix,embeddings,0.8,0.9,0.25,1.0,1.1201797246932983,6005.481438279831,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_mean/emb_mix_a08_lam025/run_0
runs_fractional_focused_final,small_D2_L64,T_base_mean,baseline_adamw,3,0.2396836958359814,0.3269999921321869,1.888560606956482,8,none,none,,,0.0,,1.1796560049057008,4735.220332670377,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_mean/baseline_adamw/run_3
runs_fractional_focused_final,small_D2_L64,T_base_cls,emb_mix_a08_lam005,4,0.2395961371537778,0.3000000119209289,1.930710096359253,9,mix,embeddings,0.8,0.9,0.005,1.0,1.1925751447677613,4579.424762124913,/home/user/fractional_unlearning/runs_fractional_focused_final/small_D2_L64/T_base_cls/emb_mix_a08_lam005/run_4
runs_fractional_hypothesis_v2,small_D2_L64,T_base_mean,delayed_all_mix_a08_lam025_warm3,2,0.2393996180752304,0.2899999916553497,1.9578671283721925,7,mix,all,0.8,0.9,0.25,4.0,1.245511770248413,4153.450464872583,/home/user/fractional_unlearning/runs_fractional_hypothesis_v2/small_D2_L64/T_base_mean/delayed_all_mix_a08_lam025_warm3/run_2
