status,is_complete,dataset_name,n_samples,depth,max_len,min_args,max_args,model_name,d_model,nhead,num_layers,dim_feedforward,dropout,pooling,optimizer_name,base_optimizer,lr,weight_decay,fractional,fractional_alpha,fractional_beta,run_id,exp_dir,has_exp_dir,has_history_json,has_initial_model_pt,has_best_model_pt,has_final_model_pt,n_epochs_recorded,best_epoch,best_val_macro_f1,best_val_accuracy,best_val_loss,best_val_weighted_f1,best_val_micro_f1,best_val_confidence,final_val_macro_f1,final_val_accuracy,final_val_loss,final_val_weighted_f1,final_val_micro_f1,final_val_confidence,final_train_macro_f1,final_train_accuracy,final_train_loss,mean_epoch_time,total_epoch_time,mean_throughput
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,rmsprop,rmsprop,0.001,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/rmsprop/run_1,True,True,True,True,True,10,8,0.27019432089229395,0.33799999952316284,1.866978006362915,0.3101099755296771,0.33799999999949965,0.42987336921691893,0.2630948386791613,0.3409999907016754,1.8691571283340453,0.3077960539357549,0.34099999999949965,0.4524239139556885,0.37583187841683674,0.4332500100135803,1.5715396280288696,11.510837650299072,115.10837650299072,351.73500517087916
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,rmsprop,rmsprop,0.001,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/rmsprop/run_2,True,True,True,True,True,10,6,0.2643911400908468,0.32600000500679016,1.8655896701812744,0.3137666283961139,0.3259999999994997,0.36294480419158937,0.25025036417147295,0.32499998807907104,1.8812308435440064,0.29999449761609953,0.3249999999994997,0.4428749771118164,0.4061698417457258,0.45524999499320984,1.5361915397644044,12.660019278526306,126.60019278526306,318.21211614924187
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adagrad/run_0,True,True,True,True,True,10,8,0.2642721386538866,0.32899999618530273,1.8562142114639282,0.30641338717246597,0.3289999999994997,0.3941716461181641,0.2516782746371265,0.32499998807907104,1.8621932973861695,0.28939437291186293,0.3249999999994997,0.4214301452636719,0.3808659458624734,0.43950000405311584,1.575417426109314,11.589958190917969,115.89958190917969,345.66033101771643
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adagrad/run_1,True,True,True,True,True,10,10,0.2693468139999334,0.3529999852180481,1.885258499145508,0.32678393515085175,0.35299999999949966,0.4339996738433838,0.2693468139999334,0.3529999852180481,1.885258499145508,0.32678393515085175,0.35299999999949966,0.4339996738433838,0.3750805712831764,0.4269999861717224,1.5957756700515746,12.61315016746521,126.1315016746521,318.80720865465
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adagrad/run_2,True,True,True,True,True,10,9,0.25958432945201376,0.328000009059906,1.8973717555999756,0.3174646930564001,0.3279999999994997,0.3955069923400879,0.23993068787431587,0.3160000145435333,1.89572092628479,0.29457112352989206,0.3159999999994997,0.41806281471252443,0.3866032170025608,0.4404999911785126,1.5632127294540406,12.229342889785766,122.29342889785767,327.95292182489203
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a07/run_0,True,True,True,True,True,10,7,0.2405267195008831,0.3070000112056732,1.9592909154891969,0.2913574004082359,0.3069999999994997,0.29094117450714113,0.23238235932982182,0.32199999690055847,1.9034504089355468,0.27507772953905013,0.3219999999994997,0.40222677040100097,0.29168596237631833,0.3630000054836273,1.8058993167877198,11.716241955757141,117.16241955757141,344.26171311974423
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a07/run_1,True,True,True,True,True,10,9,0.2502605304880334,0.3019999861717224,1.9012781200408935,0.2890512381558144,0.3019999999994997,0.3106200714111328,0.21933031425752242,0.29899999499320984,1.9071873254776002,0.26049667441951535,0.2989999999994997,0.3373503131866455,0.2860499490124487,0.3557499945163727,1.8087622928619385,12.759858512878418,127.59858512878418,316.575870835657
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a07/run_2,True,True,True,True,True,10,6,0.23081957876078266,0.3269999921321869,1.9022177982330322,0.280632921241574,0.3269999999994997,0.341851131439209,0.2115735129161353,0.2840000092983246,1.9356537971496581,0.2575916858325275,0.2839999999994997,0.33029705238342283,0.29112882026058023,0.3577499985694885,1.7966141471862793,11.371400713920593,113.71400713920593,352.67451187289305
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a08,adamw,0.0003,0.01,True,0.8,0.9,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a08/run_0,True,True,True,True,True,10,8,0.2554960084454504,0.34700000286102295,1.822787057876587,0.31474045393929656,0.34699999999949965,0.36919019317626955,0.20011282806683614,0.32100000977516174,1.8929787330627441,0.2532834506655869,0.3209999999994997,0.3633539342880249,0.2946444098442772,0.351749986410141,1.8354013881683349,12.371109414100648,123.71109414100647,329.9420696715419
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a08,adamw,0.0003,0.01,True,0.8,0.9,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a08/run_1,True,True,True,True,True,10,7,0.2753708925991244,0.33399999141693115,1.8722393760681153,0.3222425483534672,0.33399999999949964,0.3195892152786255,0.2670871585510958,0.3400000035762787,1.8421746406555175,0.31096778607217695,0.33999999999949965,0.3791713333129883,0.28095659833985887,0.3552500009536743,1.806716326713562,12.35185136795044,123.5185136795044,324.6137809612871
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a08,adamw,0.0003,0.01,True,0.8,0.9,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a08/run_2,True,True,True,True,True,10,7,0.23552743614542043,0.328000009059906,1.9246506595611572,0.2863539838176796,0.3279999999994997,0.35479351043701174,0.21912202145725074,0.28999999165534973,1.970929002761841,0.27444627441670316,0.2899999999994997,0.35492366313934326,0.2868583753137101,0.35350000858306885,1.8283884210586547,12.199337720870972,121.99337720870972,328.2939520981066
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a09,adamw,0.0003,0.01,True,0.9,0.9,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a09/run_0,True,True,True,True,True,10,9,0.24769056820453392,0.32199999690055847,1.9861272716522216,0.30160817172128507,0.3219999999994997,0.3981567840576172,0.212457647820038,0.30300000309944153,1.9382350244522095,0.2689919660455879,0.3029999999994997,0.4111273632049561,0.2940839689517629,0.3557499945163727,1.8155359783172607,11.929246854782104,119.29246854782104,337.50962887354336
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a09,adamw,0.0003,0.01,True,0.9,0.9,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a09/run_1,True,True,True,True,True,10,8,0.24886992105272293,0.33500000834465027,1.9099596099853515,0.3145551155022547,0.33499999999949964,0.30546943855285646,0.21677907681349598,0.32199999690055847,1.8694745874404908,0.27308021023317064,0.3219999999994997,0.42169990158081055,0.28454433865956885,0.34975001215934753,1.7955154542922973,12.793551230430603,127.93551230430603,315.7737873335783
complete,True,small_D2_L64,5000,2,64,2,4,T_small_mean,96,4,2,256,0.1,mean,adamw_frac_a09,adamw,0.0003,0.01,True,0.9,0.9,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_small_mean/adamw_frac_a09/run_2,True,True,True,True,True,10,6,0.24738861144018673,0.32899999618530273,1.9384196624755858,0.3071627689618748,0.3289999999994997,0.32875632095336915,0.22706282340243628,0.32100000977516174,1.9251915664672852,0.2834545274739966,0.3209999999994997,0.37471478176116946,0.29978391040475383,0.3632499873638153,1.777561517715454,11.64552083015442,116.45520830154419,344.1246230024428
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adam,adam,0.0003,0.0,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adam/run_0,True,True,True,True,True,10,10,0.2679901107295415,0.3490000069141388,1.8721978874206544,0.31190361523119525,0.34899999999949965,0.4237104473114014,0.2679901107295415,0.3490000069141388,1.8721978874206544,0.31190361523119525,0.34899999999949965,0.4237104473114014,0.3196643123242056,0.38499999046325684,1.6945518712997436,31.281756973266603,312.817569732666,128.5661636193301
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adam,adam,0.0003,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adam/run_1,True,True,True,True,True,10,10,0.26773914615508404,0.33500000834465027,1.8267159690856933,0.3039432423315676,0.33499999999949964,0.36441811561584475,0.26773914615508404,0.33500000834465027,1.8267159690856933,0.3039432423315676,0.33499999999949964,0.36441811561584475,0.32427637197329934,0.3880000114440918,1.6966225204467773,31.22340898513794,312.2340898513794,128.68665496337456
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adam,adam,0.0003,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adam/run_2,True,True,True,True,True,10,9,0.2810324592516184,0.3569999933242798,1.808024962425232,0.33120462911685844,0.35699999999949966,0.39204981899261476,0.2579925983401995,0.3449999988079071,1.823800666809082,0.3107486864508403,0.34499999999949965,0.3643840742111206,0.322634762949238,0.382750004529953,1.6999046459197997,31.23689546585083,312.3689546585083,128.7376795630016
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw,adamw,0.0003,0.01,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw/run_0,True,True,True,True,True,10,10,0.2977539374240688,0.36500000953674316,1.7930643844604492,0.33840010770529677,0.3649999999994996,0.4080451946258545,0.2977539374240688,0.36500000953674316,1.7930643844604492,0.33840010770529677,0.3649999999994996,0.4080451946258545,0.33063691116846056,0.3930000066757202,1.6881742544174194,31.472553849220276,314.72553849220276,127.88928779734947
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw,adamw,0.0003,0.01,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw/run_1,True,True,True,True,True,10,9,0.2880154173709499,0.36500000953674316,1.8035234670639038,0.33332928167223924,0.3649999999994996,0.3797726106643677,0.2868095283016795,0.3529999852180481,1.809103624343872,0.34641537441596887,0.35299999999949966,0.3726690731048584,0.3158433868834974,0.38199999928474426,1.695912371635437,30.061808943748474,300.61808943748474,133.55155124993743
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw,adamw,0.0003,0.01,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw/run_2,True,True,True,True,True,10,10,0.27520429479697184,0.3479999899864197,1.80620516204834,0.3228248498924508,0.34799999999949965,0.3715327777862549,0.27520429479697184,0.3479999899864197,1.80620516204834,0.3228248498924508,0.34799999999949965,0.3715327777862549,0.3259545749064682,0.39274999499320984,1.6949163455963134,30.924910855293273,309.24910855293274,129.7926646716525
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,sgd,sgd,0.01,0.0,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/sgd/run_0,True,True,True,True,True,10,7,0.23581499600605232,0.3109999895095825,1.951381898880005,0.28670182816809975,0.3109999999994997,0.341988938331604,0.23546971558694393,0.3160000145435333,1.8924839639663695,0.2794257228414499,0.3159999999994997,0.34039913272857664,0.26543444281138584,0.3305000066757202,1.902619888305664,29.87235758304596,298.7235758304596,134.11696511330769
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,sgd,sgd,0.01,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/sgd/run_1,True,True,True,True,True,10,8,0.23918700372305243,0.3179999887943268,1.9107932043075562,0.28867377506023045,0.3179999999994997,0.3638568706512451,0.21003621837623027,0.31700000166893005,1.9154044513702393,0.2728345824809292,0.3169999999994997,0.3721684646606445,0.2587136917424332,0.3240000009536743,1.8814833106994628,30.009012293815612,300.0901229381561,133.72623369357325
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,sgd,sgd,0.01,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/sgd/run_2,True,True,True,True,True,10,8,0.2667068908385147,0.32199999690055847,1.9050289306640624,0.29547751308941284,0.3219999999994997,0.32787577533721923,0.25567369326775435,0.32899999618530273,1.9206080017089844,0.2934492717084734,0.3289999999994997,0.32514161396026614,0.24335544348438165,0.3230000138282776,1.8943745574951172,30.419514346122742,304.1951434612274,131.88398909866947
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,rmsprop,rmsprop,0.001,0.0,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/rmsprop/run_0,True,True,True,True,True,10,10,0.2503562469124064,0.30000001192092896,1.958728115081787,0.29874070948973175,0.2999999999994997,0.406778715133667,0.2503562469124064,0.30000001192092896,1.958728115081787,0.29874070948973175,0.2999999999994997,0.406778715133667,0.3603873263017825,0.42225000262260437,1.6116186237335206,31.176923847198488,311.76923847198486,128.73052310073328
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,rmsprop,rmsprop,0.001,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/rmsprop/run_1,True,True,True,True,True,10,7,0.26133161292358104,0.3400000035762787,1.893161361694336,0.30847480878640715,0.33999999999949965,0.40199838066101073,0.24497667357586725,0.32600000500679016,1.8736855030059814,0.291060322573394,0.3259999999994997,0.40553639602661135,0.3124423100036594,0.3792499899864197,1.7033939399719238,31.902775382995607,319.02775382995605,126.36847545511716
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,rmsprop,rmsprop,0.001,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/rmsprop/run_2,True,True,True,True,True,10,9,0.27549691109588803,0.3230000138282776,1.8616526241302491,0.3104502183602747,0.3229999999994997,0.3817966022491455,0.2433249837854862,0.3100000023841858,1.8923085021972657,0.2733392883135695,0.3099999999994997,0.37758214378356936,0.32562643150562237,0.38975000381469727,1.6879838600158692,31.68055486679077,316.8055486679077,126.6682334543367
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adagrad/run_0,True,True,True,True,True,10,10,0.25917186003891296,0.3160000145435333,1.9695767278671266,0.30153871050089187,0.3159999999994997,0.34438127613067626,0.25917186003891296,0.3160000145435333,1.9695767278671266,0.30153871050089187,0.3159999999994997,0.34438127613067626,0.3127858147067534,0.37575000524520874,1.7094244976043702,31.199080872535706,311.99080872535706,128.643110734279
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adagrad/run_1,True,True,True,True,True,10,9,0.26688473049568373,0.33399999141693115,1.8780805683135986,0.3184020173540759,0.33399999999949964,0.40922935676574707,0.2652799467935096,0.335999995470047,1.8811947135925293,0.3118628252506947,0.33599999999949964,0.41470281219482424,0.35114414061835125,0.4124999940395355,1.6157329483032226,31.257499957084654,312.57499957084656,128.67428152991266
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adagrad,adagrad,0.01,0.0,False,,,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adagrad/run_2,True,True,True,True,True,10,9,0.26707114837993845,0.3330000042915344,1.8584405269622803,0.3047000575208032,0.3329999999994997,0.4159714994430542,0.2630364902923731,0.3240000009536743,1.8931486167907714,0.3097896519536139,0.3239999999994997,0.4574169273376465,0.38790900117589133,0.43799999356269836,1.561868278503418,30.31637556552887,303.1637556552887,132.30802313666214
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw_frac_a07/run_0,True,True,True,True,True,10,8,0.2142191255958285,0.28600001335144043,2.0185423421859743,0.26652322368316134,0.2859999999994997,0.2902482309341431,0.2081078604536925,0.2680000066757202,2.0523928985595705,0.2601982524481667,0.26799999999949975,0.31612946414947507,0.2576283340482611,0.3257499933242798,1.8724951705932618,29.04300162792206,290.4300162792206,137.85266110537358
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw_frac_a07/run_1,True,True,True,True,True,10,10,0.22205367084681077,0.31700000166893005,1.919321753501892,0.2792029040673616,0.3169999999994997,0.3388875226974487,0.22205367084681077,0.31700000166893005,1.919321753501892,0.2792029040673616,0.3169999999994997,0.3388875226974487,0.2725035042556993,0.34450000524520874,1.8479866352081298,29.83354229927063,298.3354229927063,135.08764158312846
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw_frac_a07,adamw,0.0003,0.01,True,0.7,0.9,2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw_frac_a07/run_2,True,True,True,True,True,10,9,0.22117004902858764,0.31299999356269836,1.9373583211898804,0.26406014740308265,0.3129999999994997,0.3778843936920166,0.20610409492803963,0.29100000858306885,1.962915496826172,0.256005004441436,0.2909999999994997,0.3421989641189575,0.3030024131073157,0.367249995470047,1.7974386138916016,31.496834468841552,314.9683446884155,127.44447533872012
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw_frac_a08,adamw,0.0003,0.01,True,0.8,0.9,0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw_frac_a08/run_0,True,True,True,True,True,10,8,0.22595263136914925,0.3190000057220459,1.965072525024414,0.27702657689534005,0.3189999999994997,0.387359676361084,0.20556874085790738,0.30300000309944153,1.9633918190002442,0.25581942146302833,0.3029999999994997,0.35500823879241944,0.28633281448899517,0.35624998807907104,1.8040002880096435,30.99413959980011,309.9413959980011,129.42913285901676
complete,True,small_D2_L64,5000,2,64,2,4,T_base_mean,128,4,3,512,0.1,mean,adamw_frac_a08,adamw,0.0003,0.01,True,0.8,0.9,1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/small_D2_L64/T_base_mean/adamw_frac_a08/run_1,True,True,True,True,True,10,10,0.22806854564720735,0.32499998807907104,1.908308359146118,0.29785567559123666,0.3249999999994997,0.36657846260070803,0.22806854564720735,0.32499998807907104,1.908308359146118,0.29785567559123666,0.3249999999994997,0.36657846260070803,0.2807779723902601,0.3477500081062317,1.8440850410461427,31.118931579589844,311.18931579589844,129.0063765493632
