base_optimizer,best_epoch,best_model_path,best_val_accuracy,best_val_loss,best_val_macro_f1,d_model,dataset_name,dim_feedforward,dropout,exp_dir,final_model_path,final_train_accuracy,final_train_loss,final_train_macro_f1,final_val_accuracy,final_val_confidence,final_val_loss,final_val_macro_f1,final_val_micro_f1,final_val_weighted_f1,fractional,fractional_alpha,fractional_beta,history_path,initial_model_path,log_path,lr,max_length,mean_epoch_time,mean_length,mean_throughput,model_name,n_samples,nhead,num_classes,num_layers,num_params,optimizer_name,pooling,pt_path,run_id,seed,seq_len,status,total_time_sec,vocab_size,weight_decay
adagrad,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0/best_model.pt,0.2720000147819519,2.050764226913452,0.12316843461678584,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0/final_model.pt,0.30812498927116394,1.9450402421951294,0.1417442241264228,0.2720000147819519,0.30115223622322085,2.050764226913452,0.12316843461678584,0.27199999999949986,0.2152680747587726,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_0/log.txt,0.01,119,127.06450033187866,67.18820190429688,62.96307758674858,T_base_mean,10000,4,10,3,615178,adagrad,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,199,128,trained,1270.7044925689697,19,0.0
adagrad,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1/best_model.pt,0.27900001406669617,2.0455683307647705,0.10317405700569113,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1/final_model.pt,0.2941249907016754,1.957424144744873,0.12682428702510373,0.2784999907016754,0.3420220832824707,2.052620193481445,0.09043702888228579,0.27849999999949987,0.17953174999471738,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_1/log.txt,0.01,119,128.94809308052064,67.18820190429688,62.05599772873129,T_base_mean,10000,4,10,3,615178,adagrad,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,200,128,trained,1289.5443992614746,19,0.0
adagrad,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2/best_model.pt,0.28999999165534973,2.030678687095642,0.11885908014486332,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2/final_model.pt,0.3009999990463257,1.9421745319366455,0.14705540765310374,0.28999999165534973,0.2749209852218628,2.030678687095642,0.11885908014486332,0.2899999999994999,0.21017625968774228,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adagrad/run_2/log.txt,0.01,119,126.75590062141418,67.18820190429688,63.1151430632882,T_base_mean,10000,4,10,3,615178,adagrad,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,201,128,trained,1267.6336731910706,19,0.0
adamw,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0/best_model.pt,0.2619999945163727,2.07242423248291,0.11556701070899203,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0/final_model.pt,0.28812500834465027,2.0149762353897094,0.11574950357818373,0.27149999141693115,0.2797908222675323,2.0284726696014403,0.08712815765974673,0.27149999999949986,0.17317680711873248,True,0.7,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_0/log.txt,0.0003,119,126.06704232692718,67.18820190429688,63.46040401239405,T_base_mean,10000,4,10,3,615178,adamw_frac_a07,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,202,128,trained,1260.7130880355835,19,0.01
adamw,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1/best_model.pt,0.30149999260902405,1.9999202957153321,0.11172176546418566,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1/final_model.pt,0.28174999356269836,2.033174764633179,0.11163261094947134,0.30149999260902405,0.330765750169754,1.9999202957153321,0.11172176546418566,0.3014999999994999,0.20410691335899628,True,0.7,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_1/log.txt,0.0003,119,127.8315259218216,67.18820190429688,62.591419080026455,T_base_mean,10000,4,10,3,615178,adamw_frac_a07,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,203,128,trained,1278.3554491996765,19,0.01
adamw,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2/best_model.pt,0.2824999988079071,2.007282823562622,0.10466783226341321,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2/final_model.pt,0.2853749990463257,2.0160265741348264,0.12143254930798042,0.2705000042915344,0.2960653648376465,2.019361566543579,0.08284724521665227,0.27049999999949986,0.1862961357582807,True,0.7,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a07/run_2/log.txt,0.0003,119,129.4144655942917,67.18820190429688,61.83214176576562,T_base_mean,10000,4,10,3,615178,adamw_frac_a07,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,204,128,trained,1294.1909885406494,19,0.01
adamw,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0/best_model.pt,0.27900001406669617,2.0327074661254882,0.1167196805228056,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0/final_model.pt,0.2915000021457672,2.0060592164993287,0.11941553220984577,0.27900001406669617,0.3163585510253906,2.0327074661254882,0.1167196805228056,0.27899999999949987,0.19935108017281086,True,0.8,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_0/log.txt,0.0003,119,126.72944123744965,67.18820190429688,63.13119425117371,T_base_mean,10000,4,10,3,615178,adamw_frac_a08,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,205,128,trained,1267.3473014831543,19,0.01
adamw,4,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1/best_model.pt,0.26249998807907104,2.088453084945679,0.10229849647009634,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1/final_model.pt,0.2917500138282776,2.025294198036194,0.11633282866201337,0.27799999713897705,0.346672233581543,2.05107181930542,0.06508935564107007,0.27799999999949987,0.14495156679665766,True,0.8,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_1/log.txt,0.0003,119,127.39566659927368,67.18820190429688,62.80712843569016,T_base_mean,10000,4,10,3,615178,adamw_frac_a08,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,206,128,trained,1274.0089259147644,19,0.01
adamw,7,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2/best_model.pt,0.28450000286102295,2.0388677082061766,0.09962017905141214,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2/final_model.pt,0.2828750014305115,2.0253722982406615,0.12135791432420329,0.29100000858306885,0.39087106251716613,2.0563694915771484,0.07619547923855476,0.2909999999994999,0.1602133561373408,True,0.8,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a08/run_2/log.txt,0.0003,119,126.31465117931366,67.18820190429688,63.34206384223944,T_base_mean,10000,4,10,3,615178,adamw_frac_a08,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,207,128,trained,1263.1964008808136,19,0.01
adamw,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0/best_model.pt,0.28600001335144043,2.0497046241760253,0.09307257717482892,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0/final_model.pt,0.2836250066757202,2.0290574321746826,0.09863657754094257,0.28700000047683716,0.35436495614051816,2.0375645656585695,0.06715208914262719,0.2869999999994999,0.15495462170847443,True,0.9,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_0/log.txt,0.0003,119,126.08622426986695,67.18820190429688,63.45661872832437,T_base_mean,10000,4,10,3,615178,adamw_frac_a09,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,208,128,trained,1260.9338364601135,19,0.01
adamw,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1/best_model.pt,0.2615000009536743,2.052567892074585,0.13095624591468982,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1/final_model.pt,0.2775000035762787,2.0479892311096193,0.11936902009315069,0.2615000009536743,0.25030315375328066,2.052567892074585,0.13095624591468982,0.2614999999994999,0.2305306071009791,True,0.9,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_1/log.txt,0.0003,119,127.31553356647491,67.18820190429688,62.85671499472655,T_base_mean,10000,4,10,3,615178,adamw_frac_a09,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,209,128,trained,1273.2083337306976,19,0.01
adamw,7,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2/best_model.pt,0.2939999997615814,2.0399811725616455,0.0884422271843979,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2/final_model.pt,0.28712499141693115,2.0271397104263307,0.11213605355277019,0.2904999852180481,0.33515200614929197,2.0422037658691408,0.08085439020251425,0.2904999999994999,0.17752233704058334,True,0.9,0.9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_mean/adamw_frac_a09/run_2/log.txt,0.0003,119,127.10538744926453,67.18820190429688,62.95234293410416,T_base_mean,10000,4,10,3,615178,adamw_frac_a09,mean,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,210,128,trained,1271.099594116211,19,0.01
adam,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0/best_model.pt,0.26649999618530273,2.0447970628738403,0.15255772285186797,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0/final_model.pt,0.3152500092983246,1.9288637218475342,0.17192255388649322,0.26649999618530273,0.2817380528450012,2.0447970628738403,0.15255772285186797,0.2664999999994999,0.24396779959972142,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_0/log.txt,0.0003,119,126.29662899971008,67.18820190429688,63.38936685023653,T_base_cls,10000,4,10,3,615178,adam,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,211,128,trained,1263.0359535217285,19,0.0
adam,8,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1/best_model.pt,0.27399998903274536,2.0130940704345703,0.13671274201293313,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1/final_model.pt,0.31062498688697815,1.930910972595215,0.17082343103579797,0.2865000069141388,0.3182270362377167,2.017384510040283,0.13607152056263153,0.2864999999994999,0.23820255663256873,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_1/log.txt,0.0003,119,124.07687981128693,67.18820190429688,64.4771579005384,T_base_cls,10000,4,10,3,615178,adam,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,212,128,trained,1240.811524629593,19,0.0
adam,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2/best_model.pt,0.28049999475479126,2.0160174789428713,0.14018537948456256,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2/final_model.pt,0.3096249997615814,1.931688081741333,0.16934222297991625,0.29350000619888306,0.3123755624294281,2.0120703258514405,0.14008606893870604,0.2934999999994999,0.23094780449210317,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adam/run_2/log.txt,0.0003,119,124.87660472393036,67.18820190429688,64.0717635196355,T_base_cls,10000,4,10,3,615178,adam,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,213,128,trained,1248.8041961193085,19,0.0
adamw,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0/best_model.pt,0.2770000100135803,2.0244881267547608,0.14127001955136656,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0/final_model.pt,0.3293749988079071,1.9099302854537963,0.19331374732843468,0.2770000100135803,0.31228637051582336,2.0244881267547608,0.14127001955136656,0.27699999999949987,0.22448652215408063,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_0/log.txt,0.0003,119,124.74217836856842,67.18820190429688,64.13504387061641,T_base_cls,10000,4,10,3,615178,adamw,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,214,128,trained,1247.4775133132935,19,0.01
adamw,6,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1/best_model.pt,0.28200000524520874,2.001617317199707,0.13570790722380244,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1/final_model.pt,0.3218750059604645,1.9309987316131592,0.18053619569769713,0.27900001406669617,0.30097776770591733,2.0124693908691405,0.13149890993433505,0.27899999999949987,0.22136444218878826,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_1/log.txt,0.0003,119,125.62757933139801,67.18820190429688,63.692142993359276,T_base_cls,10000,4,10,3,615178,adamw,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,215,128,trained,1256.3087968826294,19,0.01
adamw,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2/best_model.pt,0.2775000035762787,2.0299121370315554,0.1407166468931184,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2/final_model.pt,0.3113749921321869,1.9256854972839355,0.16791409787058376,0.2775000035762787,0.3219014210700989,2.0299121370315554,0.1407166468931184,0.27749999999949987,0.21517695668365247,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/adamw/run_2/log.txt,0.0003,119,125.05227680206299,67.18820190429688,63.97925663589136,T_base_cls,10000,4,10,3,615178,adamw,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,216,128,trained,1250.5744416713715,19,0.01
sgd,7,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0/best_model.pt,0.2770000100135803,2.0409093475341797,0.12534676968300307,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0/final_model.pt,0.29862499237060547,1.9930156841278077,0.13079733449480585,0.28450000286102295,0.31056606221199035,2.0281852169036867,0.10182617303126074,0.2844999999994999,0.1749432949203359,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_0/log.txt,0.01,119,123.91185686588287,67.18820190429688,64.56361293985262,T_base_cls,10000,4,10,3,615178,sgd,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,217,128,trained,1239.149471282959,19,0.0
sgd,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1/best_model.pt,0.2840000092983246,2.017722213745117,0.1378891079613449,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1/final_model.pt,0.296750009059906,2.0014045066833495,0.1302662018029513,0.2985000014305115,0.287729855298996,2.006677548408508,0.13180304980237895,0.2984999999994999,0.21475479143407658,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_1/log.txt,0.01,119,124.24591886997223,67.18820190429688,64.39065990234697,T_base_cls,10000,4,10,3,615178,sgd,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,1,218,128,trained,1242.504033088684,19,0.0
sgd,10,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2/best_model.pt,0.29249998927116394,2.0063541374206544,0.12122765384900369,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2/final_model.pt,0.2919999957084656,2.009232889175415,0.1206794240940958,0.29249998927116394,0.31835453248023987,2.0063541374206544,0.12122765384900369,0.2924999999994999,0.20769594952473244,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/sgd/run_2/log.txt,0.01,119,124.54351508617401,67.18820190429688,64.24262966767995,T_base_cls,10000,4,10,3,615178,sgd,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,2,219,128,trained,1245.4846069812775,19,0.0
rmsprop,9,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0/best_model.pt,0.2574999928474426,2.068709126472473,0.11266338827257369,128,base_D3_L128,512,0.1,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0/final_model.pt,0.3021250069141388,1.9650244903564453,0.13886194160147955,0.27000001072883606,0.35522702360153197,2.0871482887268065,0.104145886290325,0.26999999999949986,0.1952172792793112,False,,,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0/history.json,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0/initial_model.pt,/home/tahiti/Malashin_Projects/runs_transformer_fractional/base_D3_L128/T_base_cls/rmsprop/run_0/log.txt,0.001,119,127.24367728233338,67.18820190429688,62.893095107726786,T_base_cls,10000,4,10,3,615178,rmsprop,cls,/home/tahiti/Malashin_Projects/generated_pt/listops_base_D3_L128_N10000_D3_L128_seed1042.pt,0,220,128,trained,1272.4808752536774,19,0.0
